1760964083438 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761052017345 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761052017345 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761052017345 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761052020215 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761052020231 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761052020231 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761052020265 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761052020265 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761052020265 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761052020281 | EMP-1 | Joao da Silva | semanal 2 5 | CommissionedEmployee
1761052020281 | EMP-2 | Mariazinha | mensal $ | SalariedEmployee
1761052020281 | EMP-3 | Gaiato Vendedor | semanal 5 | HourlyEmployee
1761052020296 | EMP-4 | Gorete | semanal 5 | HourlyEmployee
1761052020314 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761052020314 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761052020314 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761052024618 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761052024618 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761052024618 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761052036266 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761052036266 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761052036266 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761052036281 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761052036281 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761052036281 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761052036297 | EMP-1 | Joao da Silva | semanal 5 | HourlyEmployee
1761052036297 | EMP-1 | Joaozinho da Silva | semanal 5 | SalariedEmployee
1761052036314 | EMP-1 | Joaozinho da Silva | semanal 5 | CommissionedEmployee
1761052036314 | EMP-1 | Joaozinho da Silva | semanal 5 | CommissionedEmployee
1761052036314 | EMP-1 | Joao da Silva | semanal 5 | HourlyEmployee
1761052036314 | EMP-1 | Joao da Silva | semanal 5 | CommissionedEmployee
1761052036314 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761052036314 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761052036314 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761052039350 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761052039358 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761052039358 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761052042470 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761052042470 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761052042470 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761052042503 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761052042503 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761052042503 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761052042520 | EMP-1 | Fernanda Montenegro | semanal 5 | HourlyEmployee
1761052042520 | EMP-2 | Paloma Duarte | semanal 5 | HourlyEmployee
1761052042520 | EMP-3 | Lavinia Vlasak | semanal 5 | HourlyEmployee
1761052042537 | EMP-4 | Claudia Abreu | semanal 5 | HourlyEmployee
1761052042537 | EMP-5 | Claudia Raia | semanal 5 | HourlyEmployee
1761052042537 | EMP-6 | Natalia do Valle | mensal $ | SalariedEmployee
1761052042552 | EMP-7 | Regina Duarte | mensal $ | SalariedEmployee
1761052042553 | EMP-8 | Flavia Alessandra | mensal $ | SalariedEmployee
1761052042553 | EMP-9 | Deborah Secco | semanal 2 5 | CommissionedEmployee
1761052042553 | EMP-10 | Ana Paula Arosio | semanal 2 5 | CommissionedEmployee
1761052042553 | EMP-11 | Suzana Vieira | semanal 2 5 | CommissionedEmployee
1761052042569 | EMP-12 | Maite Proenca | semanal 2 5 | CommissionedEmployee
1761052045793 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761052045807 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761052045807 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761052045824 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761052045824 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761052045824 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761052045839 | EMP-1 | Joao da Silva | semanal 5 | HourlyEmployee
1761052045840 | EMP-2 | Gaiato Vendedor | semanal 2 5 | CommissionedEmployee
1761052045840 | EMP-3 | Joaozinho da Silva | semanal 5 | HourlyEmployee
1761052045890 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761052045890 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761052045890 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761052045924 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761052045924 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761052045924 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761052048934 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761052048941 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761052048941 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761052048963 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761052048963 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761052048964 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761052048971 | EMP-1 | Joao da Silva | semanal 5 | HourlyEmployee
1761052048975 | EMP-2 | Gaiato Vendedor | semanal 2 5 | CommissionedEmployee
1761052048979 | EMP-3 | Joaozinho da Silva | semanal 5 | HourlyEmployee
1761052049022 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761052049023 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761052049023 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761052052698 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761052052698 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761052052698 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761052052731 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761052052731 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761052052731 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761052052731 | EMP-1 | Joao da Silva | semanal 5 | HourlyEmployee
1761052052731 | EMP-2 | Mariazinha | mensal $ | SalariedEmployee
1761052052748 | EMP-3 | Gaiato Vendedor | semanal 2 5 | CommissionedEmployee
1761052052748 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761052052748 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761052052748 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761052052748 | EMP-4 | Alfa Um Horista | semanal 5 | HourlyEmployee
1761052052781 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761052052781 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761052052781 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761052052781 | EMP-5 | Alfa Um Horista | semanal 5 | HourlyEmployee
1761052052798 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761052052798 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761052052798 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761052052798 | EMP-6 | Beta Dois Assalariado | mensal $ | SalariedEmployee
1761052052813 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761052052813 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761052052814 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761052052814 | EMP-7 | Beta Dois Assalariado | mensal $ | SalariedEmployee
1761052052814 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761052052814 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761052052814 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761052052829 | EMP-8 | Gama Tres Comissionado | semanal 2 5 | CommissionedEmployee
1761052052832 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761052052832 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761052052832 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761052052832 | EMP-9 | Gama Tres Comissionado | semanal 2 5 | CommissionedEmployee
1761052052848 | EMP-10 | Joao da Silva | semanal 5 | HourlyEmployee
1761052052848 | EMP-11 | Mariazinha | mensal $ | SalariedEmployee
1761052052848 | EMP-12 | Gaiato Vendedor | semanal 2 5 | CommissionedEmployee
1761052052848 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761052052848 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761052052848 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761052055968 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761052055968 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761052055968 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761052059134 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761052059143 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761052059143 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761052059155 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761052059155 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761052059155 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761052059172 | EMP-1 | Joao da Silva | semanal 5 | HourlyEmployee
1761052059172 | __SCHEDULE__::mensal 1 | SCHEDULE | mensal 1 | SalariedEmployee
1761052059172 | __SCHEDULE__::semanal 2 | SCHEDULE | semanal 2 | SalariedEmployee
1761052059189 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761052059190 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761052059190 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761052059192 | EMP-4 | Joao da Silva | mensal $ | SalariedEmployee
1761052059194 | __SCHEDULE__::mensal 1 | SCHEDULE | mensal 1 | SalariedEmployee
1761052059222 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761052059223 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761052059224 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761052059224 | EMP-6 | Joao da Silva | mensal $ | SalariedEmployee
1761052059224 | __SCHEDULE__::semanal 2 | SCHEDULE | semanal 2 | SalariedEmployee
1761052059239 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761052059239 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761052059239 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761052059239 | EMP-8 | Joao da Silva | mensal $ | SalariedEmployee
1761052059239 | __SCHEDULE__::semanal 3 3 | SCHEDULE | semanal 3 3 | SalariedEmployee
1761052059254 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761052059256 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761052059256 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761052059256 | EMP-10 | Joao da Silva | mensal $ | SalariedEmployee
1761052059256 | __SCHEDULE__::semanal 52 1 | SCHEDULE | semanal 52 1 | SalariedEmployee
1761052059271 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761052059272 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761052059272 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761052059273 | EMP-12 | Joao da Silva | semanal 5 | HourlyEmployee
1761052059273 | __SCHEDULE__::mensal 1 | SCHEDULE | mensal 1 | SalariedEmployee
1761052059273 | __SCHEDULE__::semanal 2 | SCHEDULE | semanal 2 | SalariedEmployee
1761052059273 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761052059273 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761052059273 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761052062191 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761052062191 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761052062191 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761052062207 | __SCHEDULE__::semanal 2 | SCHEDULE | semanal 2 | SalariedEmployee
1761052062207 | __SCHEDULE__::mensal 1 | SCHEDULE | mensal 1 | SalariedEmployee
1761052261715 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761052261723 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761052261724 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761052261743 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761052261744 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761052261744 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761052261753 | EMP-1 | Joao da Silva | semanal 5 | HourlyEmployee
1761052261756 | EMP-2 | Mariazinha | semanal 5 | HourlyEmployee
1761052261759 | EMP-3 | Gaiato Vendedor | semanal 2 5 | CommissionedEmployee
1761052261761 | EMP-4 | Gorete | mensal $ | SalariedEmployee
1761052261784 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761052261785 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761052261785 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761052420763 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761052420772 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761052420773 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761052420813 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761052420814 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761052420814 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761052420827 | EMP-1 | Joao da Silva | semanal 5 | HourlyEmployee
1761052420832 | EMP-2 | Mariazinha | semanal 5 | HourlyEmployee
1761052420838 | EMP-3 | Gaiato Vendedor | semanal 2 5 | CommissionedEmployee
1761052420841 | EMP-4 | Gorete | mensal $ | SalariedEmployee
1761052420880 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761052420881 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761052420881 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761052545211 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761052545211 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761052545211 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761052545242 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761052545242 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761052545242 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761052545258 | EMP-1 | Joao da Silva | semanal 5 | HourlyEmployee
1761052545258 | EMP-2 | Joao da Silva | semanal 5 | HourlyEmployee
1761052545258 | EMP-3 | Joao da Silva | semanal 5 | HourlyEmployee
1761052545258 | EMP-4 | Mariazinha | mensal $ | SalariedEmployee
1761052545276 | EMP-5 | Gaiato Vendedor | semanal 2 5 | CommissionedEmployee
1761052545282 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761052545282 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761052545283 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761052557024 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761052557024 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761052557024 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761052557056 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761052557056 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761052557056 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761052557056 | EMP-1 | Joao da Silva | semanal 5 | HourlyEmployee
1761052557072 | EMP-2 | Joao da Silva | semanal 5 | HourlyEmployee
1761052557072 | EMP-3 | Joao da Silva | semanal 5 | HourlyEmployee
1761052557072 | EMP-4 | Mariazinha | mensal $ | SalariedEmployee
1761052557072 | EMP-5 | Gaiato Vendedor | semanal 2 5 | CommissionedEmployee
1761052573882 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761052573882 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761052573882 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761052573900 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761052573900 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761052573914 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761052573916 | EMP-1 | Joao da Silva | semanal 5 | HourlyEmployee
1761052573916 | EMP-2 | Maria | semanal 5 | HourlyEmployee
1761052573932 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761052573932 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761052573932 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761052577068 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761052577068 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761052577068 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761052577101 | EMP-1 | Maria | semanal 5 | HourlyEmployee
1761052580537 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761052580543 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761052580543 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761052580555 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761052580555 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761052580570 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761052580573 | EMP-1 | Joao da Silva | semanal 5 | HourlyEmployee
1761052580573 | EMP-2 | Mariazinha | semanal 5 | HourlyEmployee
1761052580573 | EMP-3 | Gaiato Vendedor | semanal 2 5 | CommissionedEmployee
1761052580589 | EMP-4 | Gorete | mensal $ | SalariedEmployee
1761052580622 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761052580622 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761052580622 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761052583961 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761052583961 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761052583974 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761052587178 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761052587178 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761052587178 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761052587209 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761052587209 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761052587209 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761052587209 | EMP-1 | Joao da Silva | semanal 2 5 | CommissionedEmployee
1761052587225 | EMP-2 | Mariazinha | semanal 2 5 | CommissionedEmployee
1761052587225 | EMP-3 | Gaiato Vendedor | semanal 5 | HourlyEmployee
1761052587225 | EMP-4 | Gorete | mensal $ | SalariedEmployee
1761052587256 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761052587256 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761052587256 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761052590184 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761052590197 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761052590198 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761052593037 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761052593037 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
